"Date","Bot","Page path","Response status codes","Hits","Last hit date"
"9/12/2025","Unknown","/blog/tags/covid-19","200","1","9/23/2025"
"9/12/2025","Unknown","/post/the-online-database-migration-guide","404","1","9/11/2025"
"9/12/2025","Unknown","/blog/tags/langchain","200","1","9/23/2025"
"9/12/2025","Unknown","/blog/tags/varmax","200","1","9/23/2025"
"9/12/2025","Unknown","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/12/2025","Unknown","/services","404","1","9/11/2025"
"9/12/2025","Ahrefs","/blog","200","1","9/30/2025"
"9/12/2025","Unknown","/blog/tags/time-series","200","1","9/25/2025"
"9/12/2025","Unknown","/post/top-data-integration-use-cases-for-the-year-ahead","404","1","9/11/2025"
"9/12/2025","Unknown","/post/8-technology-trends-that-will-dominate-this-year","404","1","9/11/2025"
"9/12/2025","Unknown","/blog/tags/texttovideogeneration","200","1","9/29/2025"
"9/12/2025","Unknown","/blog/tags/rare-disease","200","1","9/29/2025"
"9/12/2025","Unknown","/blog/tags/pharmamarketing","200","1","9/29/2025"
"9/12/2025","Unknown","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/12/2025","Unknown","/blog/tags/holt-winters-method","200","1","9/23/2025"
"9/12/2025","Unknown","/blog/tags/oncology","200","1","9/29/2025"
"9/11/2025","Linkedin","/robots.txt","200","1","9/30/2025"
"9/11/2025","Google Web Snippet","/","200","1","9/30/2025"
"9/11/2025","Meta AI - training bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/11/2025","Unknown","/contact","200","1","9/29/2025"
"9/11/2025","Facebook","/robots.txt","200","3","9/30/2025"
"9/11/2025","bot_type_google_bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/11/2025","Meta AI - training bot","/index.html","400","1","9/26/2025"
"9/11/2025","Linkedin","/","200","1","9/30/2025"
"9/11/2025","OpenAI - user bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","2","9/30/2025"
"9/11/2025","Unknown","/","200","7","9/30/2025"
"9/11/2025","Barkrowler","/blog/tags/llm","200","1","9/23/2025"
"9/11/2025","Googlebot - desktop","/","200","1","9/30/2025"
"9/11/2025","Unknown","/","301","1","9/29/2025"
"9/11/2025","Unknown","/post/navigating-the-future-the-role-of-pharma-analytics-in-precision-medicine","200","1","9/29/2025"
"9/11/2025","Unknown","/capabilities","200","2","9/30/2025"
"9/11/2025","Meta AI - training bot","/capabilities","200","1","9/30/2025"
"9/11/2025","OpenAI - user bot","/","200","1","9/30/2025"
"9/11/2025","Perplexity - training bot","/","200","1","9/30/2025"
"9/11/2025","Meta AI - training bot","/","200","2","9/30/2025"
"9/10/2025","Ahrefs","/robots.txt","200","1","9/30/2025"
"9/10/2025","Facebook","/robots.txt","200","1","9/30/2025"
"9/10/2025","Meta AI - training bot","/blog","200","1","9/30/2025"
"9/10/2025","Amazon AI - training bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/10/2025","OpenAI - user bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","4","9/30/2025"
"9/10/2025","Unknown","/","301","2","9/29/2025"
"9/10/2025","Linkedin","/robots.txt","200","1","9/30/2025"
"9/10/2025","OpenAI - user bot","/post/navigating-the-future-the-role-of-pharma-analytics-in-precision-medicine","200","1","9/29/2025"
"9/10/2025","Unknown","/.well-known/apple-app-site-association","400","2","9/22/2025"
"9/10/2025","Ahrefs","/blog/tags/roi","200","1","9/29/2025"
"9/10/2025","Ahrefs","/blog/tags/exogenous-factors","200","1","9/29/2025"
"9/10/2025","Ahrefs","/blank","304","1","9/9/2025"
"9/10/2025","bot_type_google_bot","/","200","2","9/30/2025"
"9/10/2025","Linkedin","/","200","1","9/30/2025"
"9/10/2025","Unknown","/","200","6","9/30/2025"
"9/10/2025","Unknown","/apple-app-site-association","404","2","9/21/2025"
"9/10/2025","Unknown","/{""containerId"":""comp-m0tnq2sf1"",""alignType"":""center"",""parallaxSpeed"":1.5,""sourceSets"":[{""displayMode"":""fill"",""scrollEffect"":""none"",""mediaQuery"":""(min-width:320px)and(max-width:1000px)""}],""imageData"":{""uri"":""4a85bf_a7d93b7535c041b69bdbdfb72743e518~mv2.jpg"",""width"":720,""height"":360,""alt"":""AccelerateYourAnalytics"",""name"":""360_F_724196550_7Fw3cVCNCGmT6mBCMKAQRu3Uu3UBi0Vh.jpg"",""focalPoint"":null},""hasAnimation"":false,""encoding"":""AVIF""}","400","1","9/9/2025"
"9/10/2025","ZoominfoBot","/","200","3","9/30/2025"
"9/10/2025","Meta AI - training bot","/capabilities","200","1","9/30/2025"
"9/10/2025","SemrushBot","/blog/tags/lifesciences","200","1","9/29/2025"
"9/10/2025","Unknown","/blog","200","3","9/30/2025"
"9/10/2025","Google Web Snippet","/","200","171","9/30/2025"
"9/10/2025","Ahrefs","/blog/categories/palantir-foundry-resources","304","1","9/9/2025"
"9/10/2025","Meta AI - training bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/9/2025","Unknown","/","200","2","9/30/2025"
"9/9/2025","OpenAI - user bot","/","200","5","9/30/2025"
"9/9/2025","OpenAI - search bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/9/2025","Unknown","/blog","200","1","9/30/2025"
"9/9/2025","Ahrefs","/contact","200","1","9/29/2025"
"9/9/2025","bot_type_google_bot","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/9/2025","Facebook","/robots.txt","200","2","9/30/2025"
"9/9/2025","OpenAI - search bot","/contact","200","1","9/29/2025"
"9/9/2025","Unknown","/blog/tags/intelligentautomation","200","1","9/29/2025"
"9/9/2025","OpenAI - search bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/9/2025","Ahrefs","/sitemap.xml","304","1","9/29/2025"
"9/9/2025","OpenAI - user bot","/capabilities","200","1","9/30/2025"
"9/9/2025","Meta AI - training bot","/blog","200","1","9/30/2025"
"9/9/2025","Meta AI - training bot","/index.html","400","2","9/26/2025"
"9/9/2025","Ahrefs","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","304","1","9/8/2025"
"9/9/2025","Unknown","/blank","200","1","9/29/2025"
"9/9/2025","Ahrefs","/blog-categories-sitemap.xml","200","1","9/28/2025"
"9/9/2025","Ahrefs","/blog/tags/large-language-model","200","1","9/24/2025"
"9/9/2025","Ahrefs","/blog/tags/varmax","200","1","9/23/2025"
"9/9/2025","OpenAI - user bot","/ai4lifesciences","200","2","9/30/2025"
"9/9/2025","Ahrefs","/blog/tags/lifesciences","200","2","9/29/2025"
"9/9/2025","OpenAI - user bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","3","9/30/2025"
"9/9/2025","Ahrefs","/blog/tags/time-series","200","1","9/25/2025"
"9/9/2025","OpenAI - user bot","/contact","200","1","9/29/2025"
"9/9/2025","Ahrefs","/robots.txt","200","1","9/30/2025"
"9/9/2025","OpenAI - search bot","/","200","1","9/30/2025"
"9/9/2025","OpenAI - search bot","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/9/2025","Ahrefs","/pages-sitemap.xml","200","1","9/28/2025"
"9/9/2025","Ahrefs","/sitemap.xml","200","1","9/29/2025"
"9/9/2025","Unknown","/blog/tags/content","200","1","9/29/2025"
"9/9/2025","Ahrefs","/blog/tags/ai","200","1","9/29/2025"
"9/9/2025","Ahrefs","/blog-posts-sitemap.xml","200","1","9/28/2025"
"9/9/2025","Unknown","/capabilities","200","1","9/30/2025"
"9/9/2025","Ahrefs","/blog/tags/covid-19","200","1","9/23/2025"
"9/9/2025","Ahrefs","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","200","1","9/29/2025"
"9/9/2025","OpenAI - user bot","/capabilities/palantir-foundry-services","200","2","9/30/2025"
"9/9/2025","Unknown","/ai4lifesciences","200","1","9/30/2025"
"9/9/2025","Unknown","/","301","4","9/29/2025"
"9/9/2025","OpenAI - user bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/9/2025","OpenAI - search bot","/blog/categories/generative-ai","200","1","9/30/2025"
"9/8/2025","Unknown","/contact","200","1","9/29/2025"
"9/8/2025","OpenAI - user bot","/","200","4","9/30/2025"
"9/8/2025","Unknown","/ai4lifesciences","200","1","9/30/2025"
"9/8/2025","Googlebot - desktop","/post/navigating-the-future-the-role-of-pharma-analytics-in-precision-medicine","200","1","9/29/2025"
"9/8/2025","Unknown","/blog/categories/generative-ai","200","1","9/30/2025"
"9/8/2025","OpenAI - user bot","/ai4lifesciences","200","1","9/30/2025"
"9/8/2025","OpenAI - user bot","/capabilities","200","2","9/30/2025"
"9/8/2025","Unknown","/capabilities","200","2","9/30/2025"
"9/8/2025","Unknown","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/8/2025","Unknown","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/8/2025","Facebook","/robots.txt","200","1","9/30/2025"
"9/8/2025","Unknown","/blog","200","2","9/30/2025"
"9/8/2025","Googlebot - desktop","/blog-feed.xml","200","1","9/27/2025"
"9/8/2025","OpenAI - user bot","/contact","200","2","9/29/2025"
"9/8/2025","Unknown","/ecosystem.png","400","1","9/7/2025"
"9/8/2025","Unknown","/","301","3","9/29/2025"
"9/8/2025","OpenAI - user bot","/blog","200","1","9/30/2025"
"9/8/2025","Meta AI - training bot","/blog","200","1","9/30/2025"
"9/8/2025","Unknown","/blank","200","1","9/29/2025"
"9/8/2025","Ahrefs","/blog/tags/openai","200","1","9/29/2025"
"9/8/2025","Unknown","/","200","5","9/30/2025"
"9/8/2025","OpenAI - user bot","/capabilities/palantir-foundry-services","200","2","9/30/2025"
"9/7/2025","OpenAI - user bot","/","200","3","9/30/2025"
"9/7/2025","Unknown","/","200","2","9/30/2025"
"9/7/2025","Unknown","/ecosystem.png","400","1","9/7/2025"
"9/7/2025","Ahrefs","/blog-posts-sitemap.xml","200","1","9/28/2025"
"9/7/2025","Unknown","/apple-app-site-association","404","1","9/21/2025"
"9/7/2025","Meta AI - training bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/7/2025","Meta AI - training bot","/index.html","400","1","9/26/2025"
"9/7/2025","Unknown","/blog/hashtags/summer","404","1","9/6/2025"
"9/7/2025","Amazon AI - training bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/7/2025","Unknown","/","301","1","9/29/2025"
"9/7/2025","Facebook","/robots.txt","200","2","9/30/2025"
"9/7/2025","Ahrefs","/blog/categories/events","200","1","9/29/2025"
"9/7/2025","Unknown","/.well-known/apple-app-site-association","400","1","9/22/2025"
"9/7/2025","Meta AI - training bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","2","9/29/2025"
"9/7/2025","Unknown","/capabilities/palantir-foundry-services","200","2","9/30/2025"
"9/7/2025","Ahrefs","/","200","1","9/30/2025"
"9/7/2025","Ahrefs","/blog/categories/advanced-analytics","304","1","9/6/2025"
"9/7/2025","bot_type_google_bot","/","200","1","9/30/2025"
"9/7/2025","Meta AI - training bot","/blog","200","1","9/30/2025"
"9/7/2025","bot_type_google_bot","/contact","200","1","9/29/2025"
"9/6/2025","Ahrefs","/blog/tags/llm","200","1","9/23/2025"
"9/6/2025","Facebook","/robots.txt","200","3","9/30/2025"
"9/6/2025","Meta AI - training bot","/blog","200","1","9/30/2025"
"9/6/2025","Barkrowler","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/6/2025","Meta AI - training bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/6/2025","Barkrowler","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/6/2025","Ahrefs","/pages-sitemap.xml","200","1","9/28/2025"
"9/6/2025","Common Crawl","/blog/categories/events","200","1","9/29/2025"
"9/6/2025","Barkrowler","/post/so-you-want-to-join-the-generative-ai-bandwagon-psst-here-s-a-cheat-sheet","200","1","9/30/2025"
"9/6/2025","Ahrefs","/","200","1","9/30/2025"
"9/6/2025","Common Crawl","/","200","1","9/30/2025"
"9/6/2025","Unknown","/","301","1","9/29/2025"
"9/6/2025","Unknown","/ai4lifesciences","200","1","9/30/2025"
"9/6/2025","Barkrowler","/post/navigating-the-future-the-role-of-pharma-analytics-in-precision-medicine","200","1","9/29/2025"
"9/6/2025","Googlebot - desktop","/blog-categories-sitemap.xml","200","1","9/28/2025"
"9/6/2025","Ahrefs","/sitemap.xml","200","1","9/29/2025"
"9/6/2025","Unknown","/.well-known/apple-app-site-association","400","1","9/22/2025"
"9/6/2025","bot_type_google_bot","/capabilities","200","1","9/30/2025"
"9/6/2025","Common Crawl","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/6/2025","Unknown","/sitemap.xml","304","1","9/29/2025"
"9/6/2025","Barkrowler","/blog/tags/texttovideogeneration","200","1","9/29/2025"
"9/6/2025","Unknown","/demo/team","404","1","9/5/2025"
"9/6/2025","Meta AI - training bot","/","200","2","9/30/2025"
"9/6/2025","Common Crawl","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/6/2025","Unknown","/apple-app-site-association","404","1","9/21/2025"
"9/6/2025","OpenAI - user bot","/","200","1","9/30/2025"
"9/6/2025","Unknown","/","200","1","9/30/2025"
"9/6/2025","Barkrowler","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/6/2025","Meta AI - training bot","/capabilities","200","1","9/30/2025"
"9/6/2025","bot_type_google_bot","/blog","200","1","9/30/2025"
"9/6/2025","Common Crawl","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/6/2025","Barkrowler","/post/pioneering-ai-for-a-competitive-edge-at-the-pharma-marketing-summit","200","1","9/29/2025"
"9/6/2025","Meta AI - training bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/5/2025","Perplexity - training bot","/capabilities","200","1","9/30/2025"
"9/5/2025","Linkedin","/robots.txt","200","1","9/30/2025"
"9/5/2025","Barkrowler","/blog/tags/rare-disease","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/gpt-4","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/sarima","200","1","9/25/2025"
"9/5/2025","Linkedin","/","200","1","9/30/2025"
"9/5/2025","Barkrowler","/blog/tags/sora","200","1","9/29/2025"
"9/5/2025","OpenAI - search bot","/","200","1","9/30/2025"
"9/5/2025","Unknown","/post/pioneering-ai-for-a-competitive-edge-at-the-pharma-marketing-summit","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/exogenous-factors","200","1","9/29/2025"
"9/5/2025","Ahrefs","/robots.txt","200","1","9/30/2025"
"9/5/2025","Barkrowler","/ai4lifesciences","200","1","9/30/2025"
"9/5/2025","Unknown","/post/embracing-ai-the-future-of-pharma-marketing","200","1","9/29/2025"
"9/5/2025","Ahrefs","/blank","200","1","9/29/2025"
"9/5/2025","bot_type_google_bot","/","200","1","9/30/2025"
"9/5/2025","bot_type_google_bot","/home","200","1","9/29/2025"
"9/5/2025","Meta AI - training bot","/","200","1","9/30/2025"
"9/5/2025","Barkrowler","/blog/tags/langchain","200","1","9/23/2025"
"9/5/2025","SemrushBot","/ai4lifesciences","200","1","9/30/2025"
"9/5/2025","Ahrefs","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/5/2025","Meta AI - training bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/5/2025","Barkrowler","/blog/tags/intelligentautomation","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/covid-19","200","1","9/23/2025"
"9/5/2025","Barkrowler","/blog/tags/exponential-smoothing","200","1","9/23/2025"
"9/5/2025","Barkrowler","/blog/tags/intelligent-agents","200","1","9/23/2025"
"9/5/2025","Unknown","/post/so-you-want-to-join-the-generative-ai-bandwagon-psst-here-s-a-cheat-sheet","200","1","9/30/2025"
"9/5/2025","Unknown","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/5/2025","Unknown","/post/you-have-your-sales-forecast-now-what","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/oncology","200","1","9/29/2025"
"9/5/2025","Unknown","/contact","200","1","9/29/2025"
"9/5/2025","OpenAI - search bot","/search","200","2","9/4/2025"
"9/5/2025","OpenAI - search bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/5/2025","Ahrefs","/","200","1","9/30/2025"
"9/5/2025","Perplexity - training bot","/ai4lifesciences","200","1","9/30/2025"
"9/5/2025","Unknown","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/pharmamarketing","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/llama-2","200","1","9/23/2025"
"9/5/2025","Ahrefs","/ai4lifesciences","304","1","9/4/2025"
"9/5/2025","Facebook","/robots.txt","200","5","9/30/2025"
"9/5/2025","Unknown","/blog/categories/generative-ai","200","1","9/30/2025"
"9/5/2025","Unknown","/post/navigating-the-future-the-role-of-pharma-analytics-in-precision-medicine","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/innovation","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blank","200","1","9/29/2025"
"9/5/2025","OpenAI - search bot","/blog","200","1","9/30/2025"
"9/5/2025","Unknown","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/5/2025","Barkrowler","/blog/tags/cell-and-gene-therapy","200","1","9/29/2025"
"9/5/2025","Unknown","/blog/categories/events","200","1","9/29/2025"
"9/5/2025","Unknown","/demo/team","404","2","9/5/2025"
"9/5/2025","Unknown","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/5/2025","OpenAI - user bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","2","9/30/2025"
"9/5/2025","Barkrowler","/blog/tags/holt-winters-method","200","1","9/23/2025"
"9/5/2025","Unknown","/","304","1","9/25/2025"
"9/5/2025","Unknown","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/5/2025","Barkrowler","/blog/tags/generatedcontent","200","1","9/29/2025"
"9/5/2025","Meta AI - training bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/large-language-model","200","1","9/24/2025"
"9/5/2025","Barkrowler","/blog/tags/openai","200","1","9/29/2025"
"9/5/2025","Barkrowler","/blog/tags/ai","200","1","9/29/2025"
"9/5/2025","OpenAI - search bot","/ai4lifesciences","200","1","9/30/2025"
"9/5/2025","OpenAI - search bot","/blank","200","1","9/29/2025"
"9/5/2025","OpenAI - search bot","/capabilities","200","1","9/30/2025"
"9/5/2025","SemrushBot","/","200","2","9/30/2025"
"9/5/2025","Barkrowler","/blog/tags/generative-ai","200","1","9/23/2025"
"9/5/2025","Unknown","/blog","200","1","9/30/2025"
"9/5/2025","Unknown","/","301","2","9/29/2025"
"9/4/2025","Meta AI - training bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/4/2025","Ahrefs","/blog/tags/oncology","200","1","9/29/2025"
"9/4/2025","Google Site Verification","/","200","1","9/30/2025"
"9/4/2025","Ahrefs","/blog/tags/generative-ai","200","1","9/23/2025"
"9/4/2025","Ahrefs","/blog/tags/intelligent-agents","200","1","9/23/2025"
"9/4/2025","Unknown","/all-posts","301","2","9/3/2025"
"9/4/2025","Googlebot - desktop","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/4/2025","Unknown","/capabilities","200","1","9/30/2025"
"9/4/2025","Meta AI - training bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/4/2025","Unknown","/","200","4","9/30/2025"
"9/4/2025","Google Web Snippet","/","200","7","9/30/2025"
"9/4/2025","OpenAI - user bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/4/2025","Unknown","/","301","4","9/29/2025"
"9/4/2025","Meta AI - training bot","/capabilities","200","1","9/30/2025"
"9/4/2025","Ahrefs","/post/embracing-ai-the-future-of-pharma-marketing","304","1","9/3/2025"
"9/4/2025","Meta AI - training bot","/index.html","400","2","9/26/2025"
"9/4/2025","Ahrefs","/blog/tags/langchain","200","1","9/23/2025"
"9/4/2025","twitterbot","/","200","1","9/30/2025"
"9/4/2025","Meta AI - training bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/4/2025","Ahrefs","/blog/tags/llama-2","200","1","9/23/2025"
"9/4/2025","Meta AI - training bot","/blog","200","1","9/30/2025"
"9/4/2025","Ahrefs","/post/navigating-the-future-the-role-of-pharma-analytics-in-precision-medicine","200","1","9/29/2025"
"9/4/2025","Facebook","/robots.txt","200","2","9/30/2025"
"9/4/2025","OpenAI - user bot","/","200","3","9/30/2025"
"9/3/2025","Meta AI - training bot","/sitemap.xml","304","1","9/29/2025"
"9/3/2025","Ahrefs","/contact","200","1","9/29/2025"
"9/3/2025","Amazon AI - training bot","/blog/tags/intelligentautomation","200","1","9/29/2025"
"9/3/2025","Ahrefs","/blog/tags/intelligentautomation","200","2","9/29/2025"
"9/3/2025","Unknown","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","200","1","9/29/2025"
"9/3/2025","Unknown","/post/pioneering-ai-for-a-competitive-edge-at-the-pharma-marketing-summit","200","1","9/29/2025"
"9/3/2025","Unknown","/ai4lifesciences","200","1","9/30/2025"
"9/3/2025","Unknown","/post/so-you-want-to-join-the-generative-ai-bandwagon-psst-here-s-a-cheat-sheet","200","1","9/30/2025"
"9/3/2025","Unknown","/contact","200","2","9/29/2025"
"9/3/2025","Meta AI - training bot","/blog","200","1","9/30/2025"
"9/3/2025","Unknown","/","301","3","9/29/2025"
"9/3/2025","Ahrefs","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/3/2025","OpenAI - user bot","/","200","1","9/30/2025"
"9/3/2025","Facebook","/robots.txt","200","4","9/30/2025"
"9/3/2025","bot_type_google_bot","/post/embracing-ai-the-future-of-pharma-marketing","200","1","9/29/2025"
"9/3/2025","Ahrefs","/blog/tags/big-pharma","200","1","9/29/2025"
"9/3/2025","Unknown","/blog","200","1","9/30/2025"
"9/3/2025","Unknown","/post/navigating-the-future-the-role-of-pharma-analytics-in-precision-medicine","200","1","9/29/2025"
"9/3/2025","Unknown","/.well-known/apple-app-site-association","400","1","9/22/2025"
"9/3/2025","Unknown","/","200","3","9/30/2025"
"9/3/2025","Meta AI - training bot","/","200","2","9/30/2025"
"9/3/2025","Unknown","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/3/2025","bot_type_google_bot","/","200","2","9/30/2025"
"9/3/2025","Unknown","/capabilities","200","1","9/30/2025"
"9/3/2025","Ahrefs","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","200","1","9/29/2025"
"9/3/2025","Unknown","/capabilities/Presentation_edited.jpg","200","1","9/29/2025"
"9/3/2025","Unknown","/blank","200","1","9/29/2025"
"9/3/2025","Meta AI - training bot","/capabilities","200","1","9/30/2025"
"9/3/2025","Meta AI - training bot","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","504","1","9/2/2025"
"9/2/2025","Unknown","/blank","200","1","9/29/2025"
"9/2/2025","Unknown","/","200","6","9/30/2025"
"9/2/2025","Ahrefs","/blog/tags/exogenous-factors","200","2","9/29/2025"
"9/2/2025","Unknown","/capabilities","200","1","9/30/2025"
"9/2/2025","OpenAI - user bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","2","9/30/2025"
"9/2/2025","Linkedin","/robots.txt","200","1","9/30/2025"
"9/2/2025","Ahrefs","/post/so-you-want-to-join-the-generative-ai-bandwagon-psst-here-s-a-cheat-sheet","504","1","9/1/2025"
"9/2/2025","Meta AI - training bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/2/2025","Unknown","/all-posts","301","2","9/3/2025"
"9/2/2025","Googlebot - desktop","/capabilities","200","1","9/30/2025"
"9/2/2025","Ahrefs","/robots.txt","200","1","9/30/2025"
"9/2/2025","Unknown","/sitemap.xml","304","1","9/29/2025"
"9/2/2025","Unknown","/","301","2","9/29/2025"
"9/2/2025","bot_type_google_bot","/blog/categories/generative-ai","200","1","9/30/2025"
"9/2/2025","Unknown","/apple-app-site-association","404","2","9/21/2025"
"9/2/2025","Linkedin","/","200","1","9/30/2025"
"9/2/2025","SemrushBot","/post/you-have-your-sales-forecast-now-what","200","2","9/29/2025"
"9/2/2025","bot_type_google_bot","/blog","200","2","9/30/2025"
"9/2/2025","Unknown","/contact","200","2","9/29/2025"
"9/2/2025","Meta AI - training bot","/index.html","400","1","9/26/2025"
"9/2/2025","bot_type_google_bot","/home","200","1","9/29/2025"
"9/2/2025","OpenAI - user bot","/capabilities","200","1","9/30/2025"
"9/2/2025","Meta AI - training bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/2/2025","Facebook","/robots.txt","200","2","9/30/2025"
"9/2/2025","Meta AI - training bot","/","200","1","9/30/2025"
"9/2/2025","bot_type_google_bot","/","200","1","9/30/2025"
"9/1/2025","Unknown","/.well-known/apple-app-site-association","400","1","9/22/2025"
"9/1/2025","Unknown","/post/q_90/4a85bf_e8c6d8dadddb45b9a6be84408e841db7~mv2.png","404","1","8/31/2025"
"9/1/2025","Perplexity - training bot","/capabilities","200","1","9/30/2025"
"9/1/2025","Unknown","/post/q_85/e65b53_6bc89794a7fe49f6a9e6c82d3fca2efc~mv2.jpeg","404","1","8/31/2025"
"9/1/2025","YandexBot/3.0","/post/so-you-want-to-join-the-generative-ai-bandwagon-psst-here-s-a-cheat-sheet","200","1","9/30/2025"
"9/1/2025","Unknown","/capabilities","200","1","9/30/2025"
"9/1/2025","Unknown","/capabilities/foundry-ontology-graphic.png","200","1","9/24/2025"
"9/1/2025","Unknown","/","301","1","9/29/2025"
"9/1/2025","YandexBot/3.0","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","200","1","9/29/2025"
"9/1/2025","Amazon AI - training bot","/","200","1","9/30/2025"
"9/1/2025","Unknown","/contact","200","1","9/29/2025"
"9/1/2025","Unknown","/","200","6","9/30/2025"
"9/1/2025","Facebook","/robots.txt","200","2","9/30/2025"
"9/1/2025","Unknown","/blog","200","1","9/30/2025"
"9/1/2025","Meta AI - training bot","/","200","1","9/30/2025"
"9/1/2025","Unknown","/ai4lifesciences","200","1","9/30/2025"
"9/1/2025","OpenAI - user bot","/","200","1","9/30/2025"
"9/1/2025","Unknown","/post/q_90/11062b_26547c3c28c649faad2f3ce60d19e482~mv2.jpg","404","1","8/31/2025"
"9/1/2025","Unknown","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"8/31/2025","Ahrefs","/sitemap.xml","200","1","9/29/2025"
"8/31/2025","Ahrefs","/blog-feed.xml","200","1","9/27/2025"
"8/31/2025","Ahrefs","/blog/categories/advanced-analytics","200","1","9/30/2025"
"8/31/2025","OpenAI - user bot","/capabilities","200","1","9/30/2025"
"8/31/2025","Barkrowler","/blog","200","1","9/30/2025"
"8/31/2025","Claude - training bot","/blog/tags/marketing","200","1","9/29/2025"
"8/31/2025","Ahrefs","/blog/tags/roi","200","1","9/29/2025"
"8/31/2025","Ahrefs","/blog/tags/covid-19","200","1","9/23/2025"
"8/31/2025","Unknown","/","301","2","9/29/2025"
"8/31/2025","Facebook","/robots.txt","200","5","9/30/2025"
"8/31/2025","Barkrowler","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","200","1","9/29/2025"
"8/31/2025","Ahrefs","/blog/tags/varmax","200","1","9/23/2025"
"8/31/2025","SemrushBot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
